desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment,,,,
447523000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171708439_s.jpg,2022-08-17,효자면 양지마을,[개] 푸들,검정,2019(년생),7(Kg),경북-예천-2022-00292,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171708439.jpg,보호중,M,U,인간 같지 않은 주인 만나 그간 고생했어. 이제 새 가족 만나 그 가족에게 마음주고 새 출발하자,예천군유기동물보호소,054-650-8167,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소)",경상북도 예천군,예천군,054-650-8167,,,,,
447522000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181608892_s.jpg,2022-08-17,왜관읍왜관공단,[개] 믹스견,흰색 검은색,2019(년생),13(Kg),경북-칠곡-2022-00229,2022-08-18,2022-08-26,http://www.animal.go.kr/files/shelter/2022/08/202208181608892.jpg,보호중,F,N,공단내목줄없이수일돌아다님 몸은흰색얼굴검은색,칠곡유기동물보호센터,054-973-5710,경상북도 칠곡군 석적읍 포망로 341 (석적읍),경상북도 칠곡군,동물보호담당,054-979-6493,,,,,
447517000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181008486_s.jpg,2022-08-17,영양군 수비면 계리 입구,[개] 믹스견,흰색,2015(년생),6(Kg),경북-영양-2022-00071,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181008486.jpg,보호중,M,N,골반골절에 따른 후구마비 및 안구백탁,영양군유기동물보호소,054-680-6662,경상북도 영양군 입암면 마령산해로 1202 (입암면) .,경상북도 영양군,이수진,054-680-6662,,,,,
447509000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171708175_s.jpg,2022-08-17,축협 영주동 지점,[개] 믹스견,검정,2022(년생),0.5(Kg),경북-영주-2022-00228,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171708175.jpg,종료(자연사),Q,N,"눈도 뜨지않음, 견,묘 및 성별 구분이 힘듦",영주시 동물보호센터,010-6682-1185,경상북도 영주시 문수면 반구로324번길 135 (문수면) 장수면 반구리 407-8,경상북도 영주시,영주시,054-639-7592,,,,,
446500000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171708453_s.jpg,2022-08-17,진도군 군내면 덕병길 134,[개] 스피츠 믹스견,백색,2019(년생),4(Kg),전남-진도-2022-00051,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171708453.jpg,보호중,M,N,"색이바랜 주황목줄 착용, 온순함",진도개메디컬센터,061-540-6322,전라남도 진도군 진도읍 성죽골길 30 (진도읍) 진도개축산과,전라남도 진도군,진도군,061-540-6329,,,,,
446500000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171708727_s.jpg,2022-08-17,진도읍 새마을금고 인근,[개] 포메라니안,백색,2020(년생),3(Kg),전남-진도-2022-00052,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171708727.jpg,보호중,F,N,"오래된 녹색목줄 착용, 온순함",진도개메디컬센터,061-540-6322,전라남도 진도군 진도읍 성죽골길 30 (진도읍) 진도개축산과,전라남도 진도군,진도군,061-540-6329,,,,,
445478000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182208358_s.jpg,2022-08-17,무장면,[개] 믹스견,황색,2020(년생),30(Kg),전북-고창-2022-00237,2022-08-18,2022-09-08,http://www.animal.go.kr/files/shelter/2022/08/202208182208358.jpg,종료(자연사),M,N,"목에 외상, 사나움",더나은동물병원보호소,063-560-2629,전라북도 고창군 무장면 신촌농장길 98,전라북도 고창군,송효주,063-560-2629,,,,,
445478000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182208978_s.jpg,2022-08-17,부안면,[개] 믹스견,연한갈색,2019(년생),20(Kg),전북-고창-2022-00236,2022-08-18,2022-09-08,http://www.animal.go.kr/files/shelter/2022/08/202208182208978.jpg,보호중,M,N,순함,더나은동물병원보호소,063-560-2629,전라북도 고창군 무장면 신촌농장길 98,전라북도 고창군,송효주,063-560-2629,,,,,
445478000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182208172_s.jpg,2022-08-17,부안면,[개] 믹스견,흰색,2019(년생),25(Kg),전북-고창-2022-00231,2022-08-18,2022-09-08,http://www.animal.go.kr/files/shelter/2022/08/202208182208172.jpg,보호중,M,N,사람을 좋아함,더나은동물병원보호소,063-560-2629,전라북도 고창군 무장면 신촌농장길 98,전라북도 고창군,송효주,063-560-2629,,,,,
445478000000000,http://www.animal.go.kr/files/shelter/2022/08/202208182208623_s.jpg,2022-08-17,고창읍,[개] 믹스견,"연한갈색,검정,흰색",2019(년생),7(Kg),전북-고창-2022-00234,2022-08-18,2022-09-08,http://www.animal.go.kr/files/shelter/2022/08/202208182208623.jpg,종료(자연사),F,N,교통사고로 하반신을 다침,더나은동물병원보호소,063-560-2629,전라북도 고창군 무장면 신촌농장길 98,전라북도 고창군,송효주,063-560-2629,,,,,
445468000000000,http://www.animal.go.kr/files/shelter/2022/08/202208172108913_s.jpg,2022-08-17,익산시금마면용순신기길34,[개] 라브라도 리트리버,갈색,2019(년생),28(Kg),전북-익산-2022-01064,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208172108913.jpg,보호중,F,N,뒤다리쪽에혹이나있으며 순한편임,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,전라북도 익산시,주온유,063-859-5769,,,,,
445468000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171608531_s.jpg,2022-08-17,익산시오산면선화로12,[개] 믹스견,검정,2022(년생),3(Kg),전북-익산-2022-01063,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171608531.jpg,보호중,M,N,생후2개월정도 순하고이쁘게생김,익산유기동물보호소,063-855-1214,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,전라북도 익산시,주온유,063-859-5769,,,,,
444457000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308161_s.jpg,2022-08-17,옥산 가덕리 468,[개] 말티즈,흰색,2020(년생),2.9(Kg),충남-부여-2022-00211,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308161.jpg,보호중,M,N,흰색,남부여동물병원,041-837-8275,충청남도 부여군 부여읍 성왕로 190-1  남부여동물병원,충청남도 부여군,부여군,041-830-2256,,,,,
444455000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308974_s.jpg,2022-08-17,금산군 진산면 막현리 62,[개] 믹스견,흰색,2019(년생),10(Kg),충남-금산-2022-00088,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308974.png,보호중,M,U,귀가 처져있음,월드동물병원,041-750-2584,충청남도 금산군 금산읍 비단로 102  103호,충청남도 금산군,금산군,041-750-2584,,,,,
444455000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308184_s.jpg,2022-08-17,금산군 진산면 막현리 62,[개] 믹스,흰색,2022(년생),7(Kg),충남-금산-2022-00087,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308184.png,보호중,M,U,약 5개월령의 어린개체,월드동물병원,041-750-2584,충청남도 금산군 금산읍 비단로 102  103호,충청남도 금산군,금산군,041-750-2584,,,,,
444454000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181008101_s.jpg,2022-08-17,화지동 179번길 21-5,[개] 믹스견,황백색,2021(년생),6.47(Kg),충남-논산-2022-00291,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181008101.jpg,보호중,F,U,"CDV/CPV음성(8.17), 종합/광견병백신(8.17)",논산시 동물보호센터,041-746-8475,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터 더함,충청남도 논산시,논산시,041-746-8471,,,,,
444454000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181008250_s.jpg,2022-08-17,화지동 179번길 21-5,[개] 믹스견,황백색,2021(년생),5.95(Kg),충남-논산-2022-00290,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181008250.jpg,보호중,F,U,"목줄, CDV/CPV음성(8.17), 종합/광견병백신(8.17)",논산시 동물보호센터,041-746-8475,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터 더함,충청남도 논산시,논산시,041-746-8471,,,,,
444454000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181008397_s.jpg,2022-08-17,원앙로 1348번길 13,[개] 믹스견,백색,2022(년생),1.5(Kg),충남-논산-2022-00289,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181008397.jpg,보호중,F,N,"CDV/CPV음성(8.17), 종합/광견병백신(8.17)",논산시 동물보호센터,041-746-8475,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터 더함,충청남도 논산시,논산시,041-746-8471,,,,,
444454000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818100830_s.jpg,2022-08-17,원앙로 1348번길 13,[개] 믹스견,백색,2022(년생),1.84(Kg),충남-논산-2022-00288,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818100830.jpg,보호중,F,N,"CDV/CPV음성(8.17), 종합/광견병백신(8.17)",논산시 동물보호센터,041-746-8475,충청남도 논산시 계백로665번길 100 (등화동) 논산시 동물보호센터 더함,충청남도 논산시,논산시,041-746-8471,,,,,
444449000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308836_s.jpg,2022-08-17,천안시 서북구 두정 상가18길 30,[개] 말티즈,흰색,2015(년생),4(Kg),충남-천안-2022-00785,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308836.jpg,보호중,M,Y,얼굴과 발만 갈색,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5739,,,,,
444449000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308686_s.jpg,2022-08-17,천안시 서북구 성정동 주공6단지,[고양이] 한국 고양이,흑백,2022(년생),0.50(Kg),충남-천안-2022-00784,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308686.jpg,보호중,M,N,45일령. 2마리 함께 구조,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5739,,,,,
444449000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308494_s.jpg,2022-08-17,천안시 서북구 성정동 주공6단지,[고양이] 한국 고양이,흑백,2022(년생),0.50(Kg),충남-천안-2022-00783,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308494.jpg,보호중,M,N,45일령.2마리 함께구조,유실유기동물보호소,010-5913-5119,충청남도 천안시 동남구 충절로 437 (삼룡동),충청남도 천안시,오병구,041-521-5739,,,,,
443448000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181608263_s.jpg,2022-08-17,매포읍 파출소 인근,[고양이] 한국 고양이,삼색이,2022(년생),0.80(Kg),충북-단양-2022-00214,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181608263.png,보호중,Q,N,뒷다리 다침.,단양군유기동물보호소,043-420-2746,충청북도 단양군 매포읍 우덕리 910번지,충청북도 단양군,단양군,043-420-2743,,,,,
443440000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181008538_s.jpg,2022-08-17,현대자동차운전학원 내,[개] 믹스견,흰색,2020(년생),13(Kg),충북-제천-2022-00149,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181008538.jpg,보호중,F,N,온순함,제천시 동물보호센터,043-647-0059,충청북도 제천시 금성면 적성로8길 51 (금성면),충청북도 제천시,제천시,043-641-6874,,,,,
442426000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308454_s.jpg,2022-08-17,횡성읍 읍상로 25 맛난고기집 앞,[고양이] 한국 고양이,"흰색, 검정",2022(년생),0.1(Kg),강원-횡성-2022-00206,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308454.jpeg,보호중,Q,N,생후 5일 추정. 어미를 잃은 새끼고양이 2마리 함께 발견.,횡성유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6,강원도 횡성군,횡성군,033-340-2395,,,,,
442426000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308984_s[1].jpg,2022-08-17,횡성읍 읍상로 25 맛난고기집 앞,[고양이] 한국 고양이,"흰색, 검정",2022(년생),0.1(Kg),강원-횡성-2022-00205,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308984.jpeg,보호중,Q,N,생후 5일 추정. 어미를 잃은 새끼고양이 2마리 함께 발견.,횡성유기동물보호센터,033-731-1119,강원도 원주시 호저면 칠봉로 110-6,강원도 횡성군,횡성군,033-340-2395,,,,,
441560000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508392_s.jpg,2022-08-17,관인면 윗찬물길 421 인근,[개] 믹스견,갈/흰,2019(년생),8(Kg),경기-포천-2022-00755,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508392.jpg,보호중,M,N,양눈 눈곱심함. 진드기감염. 겁많음/경계심. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,,,,,
441560000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508888_s.jpg,2022-08-17,신북면 신창길7 인근,[개] 믹스견,검/흰,2022(년생),4.8(Kg),경기-포천-2022-00754,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508888.jpg,보호중,F,U,짖음심함. 코검정. 네발끝/꼬리끝흰털. 사람좋아함. 파란색목줄착용. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,,,,,
441560000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508150_s.jpg,2022-08-17,대진대 입구도로변,[고양이] 러시안 블루,회,2019(년생),4.8(Kg),경기-포천-2022-00753,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508150.jpg,보호중,M,N,사람좋아함. 순함. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,,,,,
441560000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181408301[1]_s.jpg,2022-08-17,내촌면 음현리474-1 인근,[고양이] 한국 고양이,갈/검/흰,2022(년생),0.7(Kg),경기-포천-2022-00752,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181408301[1].jpg,보호중,F,U,눈곱. 콧물. 기침. 몸 곳곳 피부질환. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 포천시,차봉환,031-538-3883,,,,,
441559000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818140818_s.jpg,2022-08-17,광적면 광적로289-12 인근,[고양이] 한국 고양이,갈줄,2022(년생),0.2(Kg),경기-양주-2022-00381,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818140818.jpg,보호중,F,U,눈곱. 콧물. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 양주시,양주시 동물보호팀,031-8082-7361,,,,,
441559000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181408120_s.jpg,2022-08-17,남면 휴암로 354 인근,[개] 믹스견,갈,2021(년생),6(Kg),경기-양주-2022-00380,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181408120.jpg,보호중,F,U,"노란눈곱. 코초코색. 경계심함/겁많음(무게,나이정확한측정어려움). 꼬리단미안됨. 털상태양호.",한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 양주시,양주시 동물보호팀,031-8082-7361,,,,,
441414000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508374_s.jpg,2022-08-17,백학면 석장리 875-7 박시동미술관 인근,[개] 믹스견,흰/갈,2021(년생),14.5(Kg),경기-연천-2022-00338,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508374.jpg,보호중,M,N,코갈색. 경계심있는편이나 사람따름. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 연천군,유기동물담당,031-839-2326,,,,,
441414000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508909_s.jpg,2022-08-17,신서면 대광리 일대,[개] 믹스견,흰,2022(년생),1.02(Kg),경기-연천-2022-00337,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508909.jpg,보호중,M,N,코검정. 겁많음. 콧물약간. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 연천군,유기동물담당,031-839-2326,,,,,
441414000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181408193_s.jpg,2022-08-17,신서면 대광리 일대,[개] 믹스견,흰,2022(년생),1.02(Kg),경기-연천-2022-00336,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181408193.jpg,보호중,M,N,코검정. 얌전함. 사람따름. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 연천군,유기동물담당,031-839-2326,,,,,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508726_s.jpg,2022-08-17,율생리451-1 인근,[개] 웰시 코기 펨브로크,갈/검/흰,2022(년생),10.5(Kg),경기-김포-2022-00675,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508726.jpg,보호중,M,N,코검정. 얌전. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,,,,,
441409000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508535_s.jpg,2022-08-17,구래동 일대,[개] 믹스견,갈/검/흰,2022(년생),5.5(Kg),경기-김포-2022-00674,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508535.jpg,보호중,M,N,코검정. 사람좋아함. 겁있음. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 김포시,김수연,031-980-2893,,,,,
441398000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308314_s.jpg,2022-08-17,인창2로 구리더샵그린포레,[개] 믹스견,흰.갈,2022(년생),2.4(Kg),경기-구리-2022-00205,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308314.jpg,종료(반환),F,U,구리시반려동물문화센터 보호중. 사람 좋아함. 겁 있음. 낑낑거림.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37,경기도 구리시,구리시,031-550-2315,,,,,
441394000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171808692_s.jpg,2022-08-17,탄현동 홀트아동복지센터 부근,[개] 믹스견,흰색,2019(년생),7.4(Kg),경기-고양-2022-00622,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171808692.jpg,보호중,F,U,미용되어 있음,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,,,,,
441394000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171308811_s.jpg,2022-08-17,오금동 618부근,[고양이] 한국 고양이,"검정,흰색",2022(년생),0.09(Kg),경기-고양-2022-00621,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171308811.jpg,종료(자연사),Q,N,아기고양이,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,,,,,
441394000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171308169_s.jpg,2022-08-17,오금동 618부근,[고양이] 한국 고양이,"검정,흰색",2022(년생),0.12(Kg),경기-고양-2022-00620,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171308169.jpg,종료(자연사),Q,N,아기고양이,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,,,,,
441394000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171108604_s.jpg,2022-08-17,화정동 988 부근,[고양이] 한국 고양이,"검정,흰색",2022(년생),1.5(Kg),경기-고양-2022-00619,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171108604.jpg,보호중,Q,U,부상묘,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,,,,,
441382000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181508803_s.jpg,2022-08-17,의정부동 221-9 인근,[개] 시바,갈/흰,2022(년생),7.8(Kg),경기-의정부-2022-00212,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181508803.jpg,보호중,M,N,사람좋아함. 활발함. 안아주고 난뒤 낑낑댐. 꼬리단미안됨. 털상태양호. 흰나일롤끈리드줄.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면),경기도 의정부시,이인애,031-828-4083,,,,,
430367000000000,http://www.animal.go.kr/files/shelter/2022/08/202208180908505_s.jpg,2022-08-17,유성구 원내동 73-7번지 주변,[기타축종],검백,2020(년생),1.00(Kg),대전-유성-2022-00238,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208180908505.jpg,보호중,Q,U,토끼,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 유성구,박대호,042-611-2785,,,,,
430364000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818110811_s.jpg,2022-08-17,가양동 508-22 인근,[고양이] 한국 고양이,고등어 태비,2022(년생),0.05(Kg),대전-동구-2022-00217,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818110811.jpg,종료(자연사),M,U,가양지구대 학대 접수,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 동구,황서영,042-251-4647,,,,,
430364000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108171_s.jpg,2022-08-17,가양동 508-22 인근,[고양이] 한국 고양이,고등어 태비,2022(년생),0.05(Kg),대전-동구-2022-00216,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181108171.jpg,종료(자연사),M,U,가양지구대 학대 접수,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 동구,황서영,042-251-4647,,,,,
430364000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181108854_s.jpg,2022-08-17,가양동 508-22 인근,[고양이] 한국 고양이,고등어 태비,2022(년생),0.05(Kg),대전-동구-2022-00215,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181108854.jpg,종료(자연사),M,U,가양지구대 학대 접수,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 동구,황서영,042-251-4647,,,,,
428355000000000,http://www.animal.go.kr/files/shelter/2022/08/202208180008841_s.jpg,2022-08-17,상야동 316-1 비닐하우스,[개] 말티즈,백색,2010(년생),4.5(Kg),인천-계양-2022-00377,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208180008841.jpg,보호중,M,Y,양쪽눈 충혈되어있슴,신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동),인천광역시 계양구,계양구,032-450-6844,,,,,
428354000000000,http://www.animal.go.kr/files/shelter/2022/08/202208172008322_s.jpg,2022-08-17,삼산타운2단지 앞 굴포천 산책로,[고양이] 한국 고양이,black,2022(년생),0.2(Kg),인천-부평-2022-00709,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208172008322.jpg,보호중,Q,N,어미잃은자묘,삼산종합동물병원,032-330-0075,인천광역시 부평구 체육관로 40 (삼산동),인천광역시 부평구,장상규,032-509-6554,,,,,
428354000000000,http://www.animal.go.kr/files/shelter/2022/08/202208171808904_s.jpg,2022-08-17,평천로157 토토판매점,[고양이] 한국 고양이,삼색,2022(년생),0.48(Kg),인천-부평-2022-00708,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208171808904.png,종료(자연사),F,N,혈뇨양상 보임,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동),인천광역시 부평구,장상규,032-509-6554,,,,,
428354000000000,http://www.animal.go.kr/files/shelter/2022/08/20220817170874_s.jpg,2022-08-17,부평동633-22,[개] 포메라니안,gold,2021(년생),3.0(Kg),인천-부평-2022-00707,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220817170874.jpeg,종료(반환),M,Y,마이크로칩확인 유실견,삼산종합동물병원,032-330-0075,인천광역시 부평구 체육관로 40 (삼산동),인천광역시 부평구,장상규,032-509-6554,,,,,
428353000000000,http://www.animal.go.kr/files/shelter/2022/08/20220818100865_s.jpg,2022-08-17,남동구 구청당직실,[고양이] 한국 고양이,검/갈/흰,2022(년생),0.45(Kg),인천-남동-2022-00395,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/20220818100865.jpg,보호중,F,N,"119구조,2달추정. 미간, 볼갈색",인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 남동구,남동구,032-453-6093,,,,,
428351000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308423[1]_s.jpg,2022-08-17,미추홀구 시민동물병원,[개] 믹스견,흰색,2020(년생),5(Kg),인천-미추홀-2022-00371,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308423[1].jpg,보호중,F,U,푸들믹스추정. 귀털김,인천광역시 수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 미추홀구,미추홀구,032-880-4384,,,,,
428351000000000,http://www.animal.go.kr/files/shelter/2022/08/202208181308353_s.jpg,2022-08-17,미추홀구 학익동 산 58-1,[개] 믹스견,갈/회,2015(년생),3.6(Kg),인천-미추홀-2022-00370,2022-08-18,2022-08-29,http://www.animal.go.kr/files/shelter/2022/08/202208181308353.jpg,종료(반환),M,Y,"요크셔믹스추정, 겁많음",인천광역시 수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소)",인천광역시 미추홀구,미추홀구,032-880-4384,,,,,
